Cycle: (Cycle #)
Experiment #: 7
Proposal ID: 31767
Instrument: HB2D
Experiment Title: Fumi SEMSANS
Session Start Time: 09/06/2023  12:50:01 PM

Parameters Logged:
Device Name	Timestamp	Value
nu_1_current	09/06/2023  01:47:43 PM	0.0027
ac_1_current	09/06/2023  01:47:43 PM	20.0002
prism_current	09/06/2023  01:47:43 PM	21.5481
nu_2_current	09/06/2023  01:47:43 PM	19.9997
ac_2_current	09/06/2023  01:47:43 PM	22.1423
nu_3_current	09/06/2023  01:47:43 PM	-0.0002
nu_1_current	09/06/2023  01:48:43 PM	0.0026
ac_1_current	09/06/2023  01:48:43 PM	20.0002
prism_current	09/06/2023  01:48:43 PM	21.5481
nu_2_current	09/06/2023  01:48:43 PM	19.9997
ac_2_current	09/06/2023  01:48:43 PM	22.1423
nu_3_current	09/06/2023  01:48:43 PM	-0.0003
nu_1_current	09/06/2023  01:49:43 PM	0.0027
ac_1_current	09/06/2023  01:49:43 PM	20.0001
prism_current	09/06/2023  01:49:43 PM	21.5481
nu_2_current	09/06/2023  01:49:43 PM	19.9997
ac_2_current	09/06/2023  01:49:43 PM	22.1423
nu_3_current	09/06/2023  01:49:43 PM	-0.0002
nu_1_current	09/06/2023  01:50:43 PM	0.0027
ac_1_current	09/06/2023  01:50:43 PM	20.0002
prism_current	09/06/2023  01:50:43 PM	21.5481
nu_2_current	09/06/2023  01:50:43 PM	19.9997
ac_2_current	09/06/2023  01:50:43 PM	22.1423
nu_3_current	09/06/2023  01:50:43 PM	-0.0002
nu_1_current	09/06/2023  01:51:43 PM	0.0027
ac_1_current	09/06/2023  01:51:43 PM	20.0002
prism_current	09/06/2023  01:51:43 PM	21.5481
nu_2_current	09/06/2023  01:51:43 PM	19.9997
ac_2_current	09/06/2023  01:51:43 PM	22.1423
nu_3_current	09/06/2023  01:51:43 PM	-0.0002
nu_1_current	09/06/2023  01:52:43 PM	0.0027
ac_1_current	09/06/2023  01:52:43 PM	20.0002
prism_current	09/06/2023  01:52:43 PM	21.5481
nu_2_current	09/06/2023  01:52:43 PM	19.9997
ac_2_current	09/06/2023  01:52:43 PM	22.1424
nu_3_current	09/06/2023  01:52:43 PM	-0.0001
nu_1_current	09/06/2023  01:53:43 PM	0.0027
ac_1_current	09/06/2023  01:53:43 PM	20.0002
prism_current	09/06/2023  01:53:43 PM	21.5481
nu_2_current	09/06/2023  01:53:43 PM	19.9997
ac_2_current	09/06/2023  01:53:43 PM	22.1423
nu_3_current	09/06/2023  01:53:43 PM	-0.0001
nu_1_current	09/06/2023  01:54:43 PM	0.0027
ac_1_current	09/06/2023  01:54:43 PM	20.0002
prism_current	09/06/2023  01:54:43 PM	21.5481
nu_2_current	09/06/2023  01:54:43 PM	19.9997
ac_2_current	09/06/2023  01:54:43 PM	22.1424
nu_3_current	09/06/2023  01:54:43 PM	-0.0001
nu_1_current	09/06/2023  01:55:43 PM	0.0027
ac_1_current	09/06/2023  01:55:43 PM	20.0002
prism_current	09/06/2023  01:55:43 PM	21.5481
nu_2_current	09/06/2023  01:55:43 PM	19.9997
ac_2_current	09/06/2023  01:55:43 PM	22.1423
nu_3_current	09/06/2023  01:55:43 PM	-0.0002
nu_1_current	09/06/2023  01:56:43 PM	0.0027
ac_1_current	09/06/2023  01:56:43 PM	20.0001
prism_current	09/06/2023  01:56:43 PM	21.5481
nu_2_current	09/06/2023  01:56:43 PM	19.9997
ac_2_current	09/06/2023  01:56:43 PM	22.1423
nu_3_current	09/06/2023  01:56:43 PM	-0.0001
nu_1_current	09/06/2023  01:57:44 PM	0.0026
ac_1_current	09/06/2023  01:57:44 PM	20.0002
prism_current	09/06/2023  01:57:44 PM	21.5481
nu_2_current	09/06/2023  01:57:44 PM	19.9997
ac_2_current	09/06/2023  01:57:44 PM	22.1424
nu_3_current	09/06/2023  01:57:44 PM	-0.0001
nu_1_current	09/06/2023  01:58:44 PM	0.0026
ac_1_current	09/06/2023  01:58:44 PM	20.0002
prism_current	09/06/2023  01:58:44 PM	21.5481
nu_2_current	09/06/2023  01:58:44 PM	19.9997
ac_2_current	09/06/2023  01:58:44 PM	22.1423
nu_3_current	09/06/2023  01:58:44 PM	-0.0002
nu_1_current	09/06/2023  01:59:44 PM	0.0026
ac_1_current	09/06/2023  01:59:44 PM	20.0002
prism_current	09/06/2023  01:59:44 PM	21.5481
nu_2_current	09/06/2023  01:59:44 PM	19.9997
ac_2_current	09/06/2023  01:59:44 PM	22.1423
nu_3_current	09/06/2023  01:59:44 PM	-0.0002
nu_1_current	09/06/2023  02:00:44 PM	0.0027
ac_1_current	09/06/2023  02:00:44 PM	20.0002
prism_current	09/06/2023  02:00:44 PM	21.5481
nu_2_current	09/06/2023  02:00:44 PM	19.9997
ac_2_current	09/06/2023  02:00:44 PM	22.1423
nu_3_current	09/06/2023  02:00:44 PM	-0.0001
nu_1_current	09/06/2023  02:01:44 PM	0.0027
ac_1_current	09/06/2023  02:01:44 PM	20.0002
prism_current	09/06/2023  02:01:44 PM	21.5481
nu_2_current	09/06/2023  02:01:44 PM	19.9996
ac_2_current	09/06/2023  02:01:44 PM	22.1423
nu_3_current	09/06/2023  02:01:44 PM	-0.0002
nu_1_current	09/06/2023  02:02:44 PM	0.0027
ac_1_current	09/06/2023  02:02:44 PM	20.0002
prism_current	09/06/2023  02:02:44 PM	21.5481
nu_2_current	09/06/2023  02:02:44 PM	19.9997
ac_2_current	09/06/2023  02:02:44 PM	22.1423
nu_3_current	09/06/2023  02:02:44 PM	-0.0001
nu_1_current	09/06/2023  02:03:44 PM	0.0027
ac_1_current	09/06/2023  02:03:44 PM	20.0002
prism_current	09/06/2023  02:03:44 PM	21.5481
nu_2_current	09/06/2023  02:03:44 PM	19.9997
ac_2_current	09/06/2023  02:03:44 PM	22.1423
nu_3_current	09/06/2023  02:03:44 PM	-0.0003
nu_1_current	09/06/2023  02:04:44 PM	0.0027
ac_1_current	09/06/2023  02:04:44 PM	20.0002
prism_current	09/06/2023  02:04:44 PM	21.5481
nu_2_current	09/06/2023  02:04:44 PM	19.9997
ac_2_current	09/06/2023  02:04:44 PM	22.1423
nu_3_current	09/06/2023  02:04:44 PM	-0.0001
nu_1_current	09/06/2023  02:09:12 PM	0.0028
ac_1_current	09/06/2023  02:09:12 PM	20.0002
prism_current	09/06/2023  02:09:12 PM	21.5481
nu_2_current	09/06/2023  02:09:12 PM	19.9997
ac_2_current	09/06/2023  02:09:12 PM	22.1423
nu_1_current	09/06/2023  02:12:11 PM	0.0027
ac_1_current	09/06/2023  02:12:11 PM	20.0002
prism_current	09/06/2023  02:12:11 PM	21.5481
nu_2_current	09/06/2023  02:12:11 PM	19.9996
ac_2_current	09/06/2023  02:12:11 PM	22.1423
nu_1_current	09/06/2023  02:13:11 PM	0.0028
ac_1_current	09/06/2023  02:13:11 PM	20.0001
prism_current	09/06/2023  02:13:11 PM	21.5481
nu_2_current	09/06/2023  02:13:11 PM	19.9996
ac_2_current	09/06/2023  02:13:11 PM	22.1424
down_2_current	09/06/2023  02:25:54 PM	0.0027
ac_1_current	09/06/2023  02:25:54 PM	20.0000
up_2_current	09/06/2023  02:25:54 PM	21.5481
up_1_current	09/06/2023  02:25:54 PM	19.9997
down_1_current	09/06/2023  02:25:54 PM	-0.0002
down_2_current	09/06/2023  02:26:54 PM	0.0028
ac_1_current	09/06/2023  02:26:54 PM	20.0001
up_2_current	09/06/2023  02:26:54 PM	21.5481
up_1_current	09/06/2023  02:26:54 PM	19.9996
down_1_current	09/06/2023  02:26:54 PM	-0.0001
down_2_current	09/06/2023  02:27:54 PM	0.0028
ac_1_current	09/06/2023  02:27:54 PM	20.0001
up_2_current	09/06/2023  02:27:54 PM	21.5480
up_1_current	09/06/2023  02:27:54 PM	19.9996
down_1_current	09/06/2023  02:27:54 PM	-0.0001
down_2_current	09/06/2023  02:28:54 PM	0.0028
ac_1_current	09/06/2023  02:28:54 PM	20.0001
up_2_current	09/06/2023  02:28:54 PM	21.5481
up_1_current	09/06/2023  02:28:54 PM	19.9997
down_1_current	09/06/2023  02:28:54 PM	-0.0003
down_2_current	09/06/2023  02:29:54 PM	0.0028
ac_1_current	09/06/2023  02:29:54 PM	20.0001
up_2_current	09/06/2023  02:29:54 PM	21.5481
up_1_current	09/06/2023  02:29:54 PM	19.9996
down_1_current	09/06/2023  02:29:54 PM	-0.0000
down_2_current	09/06/2023  02:30:54 PM	0.0028
ac_1_current	09/06/2023  02:30:54 PM	20.0001
up_2_current	09/06/2023  02:30:54 PM	21.5481
up_1_current	09/06/2023  02:30:54 PM	19.9996
down_1_current	09/06/2023  02:30:54 PM	-0.0003
down_2_current	09/06/2023  02:31:54 PM	0.0028
ac_1_current	09/06/2023  02:31:54 PM	20.0001
up_2_current	09/06/2023  02:31:54 PM	21.5481
up_1_current	09/06/2023  02:31:54 PM	19.9997
down_1_current	09/06/2023  02:31:54 PM	-0.0001
down_2_current	09/06/2023  02:32:54 PM	0.0028
ac_1_current	09/06/2023  02:32:54 PM	20.0001
up_2_current	09/06/2023  02:32:54 PM	21.5481
up_1_current	09/06/2023  02:32:54 PM	19.9996
down_1_current	09/06/2023  02:32:54 PM	-0.0002
down_2_current	09/06/2023  02:38:53 PM	0.0027
ac_1_current	09/06/2023  02:38:53 PM	20.0001
up_2_current	09/06/2023  02:38:53 PM	21.5481
up_1_current	09/06/2023  02:38:53 PM	19.9996
ac_2_current	09/06/2023  02:38:53 PM	22.1423
down_1_current	09/06/2023  02:38:53 PM	-0.0001
down_2_current	09/06/2023  02:39:53 PM	0.0027
ac_1_current	09/06/2023  02:39:53 PM	20.0001
up_2_current	09/06/2023  02:39:53 PM	21.5481
up_1_current	09/06/2023  02:39:53 PM	19.9996
ac_2_current	09/06/2023  02:39:53 PM	22.1423
down_1_current	09/06/2023  02:39:53 PM	-0.0002
down_2_current	09/06/2023  02:41:50 PM	0.0027
ac_1_current	09/06/2023  02:41:50 PM	20.0001
up_2_current	09/06/2023  02:41:50 PM	21.5481
up_1_current	09/06/2023  02:41:50 PM	19.9997
ac_2_current	09/06/2023  02:41:50 PM	22.1423
down_1_current	09/06/2023  02:41:50 PM	-0.0003
down_2_current	09/06/2023  02:42:51 PM	0.0027
ac_1_current	09/06/2023  02:42:51 PM	20.0001
up_2_current	09/06/2023  02:42:51 PM	21.5481
up_1_current	09/06/2023  02:42:51 PM	19.9997
ac_2_current	09/06/2023  02:42:51 PM	22.1423
down_1_current	09/06/2023  02:42:51 PM	-0.0005
down_2_current	09/06/2023  02:47:24 PM	0.0027
ac_1_current	09/06/2023  02:47:24 PM	20.0002
up_2_current	09/06/2023  02:47:24 PM	21.5481
up_1_current	09/06/2023  02:47:24 PM	19.9996
ac_2_current	09/06/2023  02:47:24 PM	22.1423
down_1_current	09/06/2023  02:47:24 PM	-0.0003
down_2_current	09/06/2023  02:48:24 PM	0.0026
ac_1_current	09/06/2023  02:48:24 PM	20.0002
up_2_current	09/06/2023  02:48:24 PM	21.5481
up_1_current	09/06/2023  02:48:24 PM	19.9996
ac_2_current	09/06/2023  02:48:24 PM	22.1423
down_1_current	09/06/2023  02:48:24 PM	-0.0001
down_2_current	09/06/2023  02:49:25 PM	0.0027
ac_1_current	09/06/2023  02:49:25 PM	20.0002
up_2_current	09/06/2023  02:49:25 PM	21.5481
up_1_current	09/06/2023  02:49:25 PM	19.9997
ac_2_current	09/06/2023  02:49:25 PM	22.1423
down_1_current	09/06/2023  02:49:25 PM	-0.0001
down_2_current	09/06/2023  02:50:26 PM	0.0027
ac_1_current	09/06/2023  02:50:26 PM	20.0002
up_2_current	09/06/2023  02:50:26 PM	21.5481
up_1_current	09/06/2023  02:50:26 PM	19.9997
ac_2_current	09/06/2023  02:50:26 PM	22.1423
down_1_current	09/06/2023  02:50:26 PM	-0.0001
down_2_current	09/06/2023  02:51:26 PM	0.0026
ac_1_current	09/06/2023  02:51:26 PM	20.0002
up_2_current	09/06/2023  02:51:26 PM	21.5481
up_1_current	09/06/2023  02:51:26 PM	19.9997
ac_2_current	09/06/2023  02:51:26 PM	22.1423
down_1_current	09/06/2023  02:51:26 PM	-0.0001
down_2_current	09/06/2023  02:52:26 PM	0.0026
ac_1_current	09/06/2023  02:52:26 PM	20.0002
up_2_current	09/06/2023  02:52:26 PM	21.5481
up_1_current	09/06/2023  02:52:26 PM	19.9996
ac_2_current	09/06/2023  02:52:26 PM	22.1423
down_1_current	09/06/2023  02:52:26 PM	-0.0001
down_2_current	09/06/2023  02:54:42 PM	0.1031
ac_1_current	09/06/2023  02:54:42 PM	20.0001
up_2_current	09/06/2023  02:54:42 PM	21.5481
up_1_current	09/06/2023  02:54:42 PM	19.9996
ac_2_current	09/06/2023  02:54:42 PM	22.1423
down_1_current	09/06/2023  02:54:42 PM	-0.0998
down_2_current	09/06/2023  02:55:42 PM	0.0027
ac_1_current	09/06/2023  02:55:42 PM	20.0001
up_2_current	09/06/2023  02:55:42 PM	21.5482
up_1_current	09/06/2023  02:55:42 PM	19.9996
ac_2_current	09/06/2023  02:55:42 PM	22.1423
down_1_current	09/06/2023  02:55:42 PM	-0.0005
down_2_current	09/06/2023  02:56:43 PM	0.0027
ac_1_current	09/06/2023  02:56:43 PM	20.0001
up_2_current	09/06/2023  02:56:43 PM	21.5481
up_1_current	09/06/2023  02:56:43 PM	19.9996
ac_2_current	09/06/2023  02:56:43 PM	22.1424
down_1_current	09/06/2023  02:56:43 PM	-0.0002
down_2_current	09/06/2023  02:57:43 PM	0.0027
ac_1_current	09/06/2023  02:57:43 PM	20.0001
up_2_current	09/06/2023  02:57:43 PM	21.5482
up_1_current	09/06/2023  02:57:43 PM	19.9996
ac_2_current	09/06/2023  02:57:43 PM	22.1424
down_1_current	09/06/2023  02:57:43 PM	-0.0004
down_2_current	09/06/2023  02:58:43 PM	0.0027
ac_1_current	09/06/2023  02:58:43 PM	20.0001
up_2_current	09/06/2023  02:58:43 PM	21.5482
up_1_current	09/06/2023  02:58:43 PM	19.9996
